label,text,answer
SCIENCE,"This word can mean to weaken a solution by adding water, or can describe a solution that's been weakened",Dilute
LITERATURE,This title French schoolgirl created by Ludwig Bemelmans is often found at the end of the line,Madeline
SCIENCE,"""This Pole died in 1543, days after receiving the first copy of his book """"On the Revolutions of Heavenly Bodies""""""",Copernicus
LITERATURE,"Pal, a male collie, played the lead in the 1943 movie version of this Eric Knight novel",Lassie Come Home
LITERATURE,"""While living on a Maine farm, he wrote """"Charlotte's Web"""", which is set on a farm""",E.B. White
HISTORY,"In 1524 peasants, influenced by the teachings of this German religious leader, started an uprising",Martin Luther
HISTORY,A runner ran 25 miles & died after announcing Greeks had defeated them in the Battle of Marathon,the Persians
LITERATURE,"""Her bestsellers """"Chances"""", """"Lucky"""" & """"Lady Boss"""" all revolve around Lucky Santangelo""",Jackie Collins
SCIENCE,This medal metal is usually an alloy of tin & copper,bronze
HISTORY,"In about 1403 Belgrade, now the capital of Yuogslavia, became the capital of this country",Serbia
HISTORY,"""In 1192 Yoritomo, the leader of the Minamoto Clan controlling Japan, was given this title that means """"great general""""""",shogun
SCIENCE,Physicist John Wheeler compared possible passages through space & time to the work of this creature,a worm
MUSIC,He was a disc jockey on San Francisco's soul station KSOL before teaming on records with the Family Stone,Sly
GEOGRAPHY,Nuremberg & Augsburg are cities in this southern German state,Bavaria
SCIENCE,The number of planets in our solar system larger than the Earth,4
HISTORY,It's the nursery rhyme that inspired the title of a famous musical based on a 1913 G.B. Shaw work,London Bridge
MUSIC,It's the nursery rhyme that inspired the title of a famous musical based on a 1913 G.B. Shaw work,London Bridge
MUSIC,This composer & Freemason belonged to Suomi Lodge No. 1 in Helsinki,Sibelius
LITERATURE,"""On a 1987 trip to China, this author of """"The Joy Luck Club"""" met 2 of her half-sisters for the first time""",Amy Tan
GEOGRAPHY,It's where Fats Domino found his thrill in 1956,Blueberry Hill
MUSIC,It's where Fats Domino found his thrill in 1956,Blueberry Hill
GEOGRAPHY,Joshua Tree National Monument near Palm Springs in this state was made a national park in 1994,California
HISTORY,James Connnolly & Patrick Pearse were among those executed for leading this April 1916 rebellion,Easter Rebellion
MUSIC,"""Telluride's festival for this """"colorful"""" style of country music is a good place to fiddle around""",bluegrass
LITERATURE,"""In this novel, Javert says, """"There is a brigand, there is a convict called Jean Valjean, and I have got him!""""""",Les Miserables
SCIENCE,"From its Latin name argentum, Ag is the chemical symbol for this metallic element",silver
HISTORY,2 of the 3 member nations of the Triple Alliance at the beginning of World War I,Austria-Hungary & Germany (also Italy)
GEOGRAPHY,The first recorded eruption of this Sicilian volcano occurred in about 1500 B.C.,Mount Etna
SCIENCE,"Tracking these, coast guard rates them as bergy bits, growlers, small, medium, & large",icebergs
SCIENCE,"""From the French for """"to raise"""", it's an embankment designed to prohibit the overflow of water""",a levee
HISTORY,In 1963 Ahmed Ben Bella became the first president of this north African country,Algeria
LITERATURE,"""As well as the """"Iliad"""" & """"Odyssey"""", a number of hymns are attributed to him""",Homer
LITERATURE,"""In """"Little Women"""", this youngest of the 4 sisters is """"a most important person, in her own opinion at least""""""",Amy
SCIENCE,"""A magnetic field is measured in units called gauss or this after a real """"coil"""" guy""",Nikola Tesla
LITERATURE,"New Hampshire, a poem with notes & grace notes, earned this poet the first of his four Pulitzers",Robert Frost
HISTORY,He was the 118th man to fly across the Atlantic Ocean,Charles Lindbergh
HISTORY,"The youngest branch of the U.S. military, it was created soon after World War II",the Air Force
HISTORY,This state's constitution of 1849 led married women retain control of their own property,California
LITERATURE,"""This author's """"The Man Who Would Be King"""" has been called the perfect short story""",Rudyard Kipling
LITERATURE,African Game Trails,Teddy Roosevelt
SCIENCE,A pair of pliers is an example of this type of simple machine,a lever
HISTORY,"Germany's worst terrorist gang finally disbanded in 1998, though Baader died in 1977 & this co-leader in 1976",Ulrike Meinhof
SCIENCE,"To the nearest 100, the number of different elements we know about",100
LITERATURE,"This 1532 work is dedicated to Lorenzo the Magnificent, son of Piero de Medici",The Prince
LITERATURE,"""In 2002 Christopher Hitchens published a book called """"Why"""" this great anti-totalitarian writer """"Matters""""""",George Orwell
GEOGRAPHY,"Yding Skovhoj, Denmark's highest point, is located on this peninsula",Jutland
MUSIC,"""The name of this small harpsichord may come from the Latin for """"rod"""" or for """"maiden""""""",a virginal
LITERATURE,"The academy didn't have time to recognize this author, killed by Spanish nationalists in 1936 at age 38",Federico Garcia Lorca
SCIENCE,Almost all weather takes place in this lowest part of the atmosphere,Troposphere
GEOGRAPHY,Northern California's Mount Shasta & Lassen Peak are at the southern end of this mountain range,the Cascades
LITERATURE,In the 1970s Milan Kundera was stripped of his citizenship by this country's government,Czechoslovakia
LITERATURE,"""This 1929 Thomas Wolfe novel is subtitled """"A Story of the Buried Life""""""",Look Homeward Angel
LITERATURE,"""In """"Little Women"""" she tells sisters Jo, Amy & Beth, """"It's so dreadful to be poor""""""",Meg
MUSIC,This ConAgra sweet popcorn treat comes in butter toffee & caramel flavors,Fiddle Faddle
MUSIC,"""1941: """"Boogie Woogie Bugle Boy""""""",The Andrews Sisters
LITERATURE,"""A famous line in a James Weldon Johnson poem says, """"Young man -- young man -- your arm's too short to"""" do this""",box with God
LITERATURE,"Of Pastism, Presentism or Futurism, the literary movement that began around 1909",Futurism
LITERATURE,TMZ went on the literary beat in 2009 when this partner of Jessica Lange was busted for a DUI,Sam Shepard
LITERATURE,"""His """"From Here to Eternity"""" was the top-selling novel of 1951""",James Jones
LITERATURE,"In a Thomas Hardy novel, Michael Henchard is this title mayor",the Mayor of Casterbridge
HISTORY,"""With its food served """"With the Speed of Sound"""", the Top Hat chain in Oklahoma changed its name to this in 1959""",Sonic
HISTORY,"""A visit to Toynbee Hall, a settlement house in England, inspired Jane Addams to found this """"house""""""",Hull House
SCIENCE,"""Matter has the """"potential"""" form of this by virtue of its position or structure""",energy
LITERATURE,"""He wrote his 1914 poem """"Chicago"""" while working as a newspaper writer in that city""",Carl Sandburg
HISTORY,Union with this Baltic country in 1386 made Poland Europe's largest country,Lithuania
HISTORY,"""The last of the 13 colonies to be founded, its """"Mother City"""", Savannah, was settled in 1733""",Georgia
MUSIC,"""The Ladies Who Lunch love this composer's """"Company"""", which began keeping company on B'way again in 2006""",Stephen Sondheim
HISTORY,"On Sept. 2, 31 B.C. the forces of Octavian defeated Mark Antony's troops at the battle of this Greek promontory",Actium
MUSIC,Icky Thump was a No. 1 modern rock hit for this duo,the White Stripes
LITERATURE,"Selma Lagerlof, the first woman to win the Nobel Prize for Lit., was also the first person from this country to win it",Sweden
SCIENCE,This innermost & larger of Mars' 2 moons orbits the planet every 7.65 hours,Phobos
LITERATURE,"In 1912 he eloped with Freida von Richthofen, sister of the famed aviator",D.H. Lawrence
HISTORY,"On July 22, 1969 he designated Juan Carlos as his successor in Spain",Francisco Franco
SCIENCE,"""Sarcasm aside, this word from the Greek for """"burning"""" describes a substance that causes corrosion""",caustic
HISTORY,In 1827 Allan Cunningham became the first European to explore this continent's Darling Downs,Australia
SCIENCE,This type of cable has insulated conducting material around a separately insulated conducting tube,coaxial
HISTORY,"""The leader of the post-WWII style, sometimes called action painting; his work is seen here""",(Jackson) Pollock
GEOGRAPHY,"Named for an explorer (not the brothers, eh?), this longest river in Canada empties into the Beaufort Sea",the MacKenzie River
MUSIC,"""He recorded his 1982 hit album, """"Nebraska"""", as a series of demos on a 4-track machine at home""",Bruce Springsteen
GEOGRAPHY,This state has a Custer County as well as one named Big Horn,Montana
HISTORY,"""This wild west """"Belle"""" served time in prison for horse theft in 1883""",Belle Starr
LITERATURE,...Nearly every man in the village agreed she was the finest collie he had ever laid eyes on,Lassie
SCIENCE,"In astronomy, Ptolemy's geocentric model gave way to the Copernican one described by this adjective",heliocentric
HISTORY,"""When this Italian explorer was a kid, his dad went to China without him; when he was a teen, his dad took him along""",Marco Polo
MUSIC,"""The working title of this musical was """"Welcome to Berlin""""""",Cabaret
HISTORY,"More than 250,000 died in fighting before France granted this African nation independence July 3, 1962",Algeria
HISTORY,"During an 1832 expedition, Lake Itasca was discovered to be the source of this river",the Mississippi
MUSIC,"""(Hi, I'm Marvin Hamlisch, here at the Hollywood Bowl)  I composed the music for this Broadway smash that includes the song... (""""One"""")""",A Chorus Line
LITERATURE,"""Born Amandine Aurore Lucile Dupin, she chose this pseudonym for her 1st novel, 1832's """"Indiana""""""",George Sand
LITERATURE,"""Poet Laureate of the U.S. from 1993 to 1995, she won a 1987 Pulitzer for """"Thomas and Beulah""""""",Rita Dove
HISTORY,"Davy Crockett was among nearly 200 men who died defending this mission-fortress in San Antonio, Texas",the Alamo
HISTORY,1985: The national finals in this 5-letter cowboy competition are held in Vegas for the first time,rodeo
HISTORY,"Hold the phone! said Elisha Gray & Thomas Edison, who both sued this Scottish-born inventor (& lost)",Alexander Graham Bell
LITERATURE,"""He wrote """"Bech: A Book"""", """"Bech Is Back"""" & """"Bech At Bay"""" in addition to his """"Rabbit"""" novels""",(John) Updike
LITERATURE,"In this 3-part work, the main character encounters Nimrod, Ulysses, Muhammad & Thomas Aquinas","""\""""The Divine Comedy\"""""""
MUSIC,Mr. Vicious' offspring,Sid's kids
HISTORY,19th century feminists denounced the 14th Amendment for putting this 4-letter word in the constitution,male
MUSIC,This musical style that developed in the 1940s is nicknamed R&B,rhythm & blues
LITERATURE,"In this Wilkie Collins novel, Sergeant Cuff searches for the missing title diamond",The Moonstone
MUSIC,He's the trumpeter featured here on an oldie but goodie,Herb Alpert
SCIENCE,"As it has no mass, this particle travels at about 186,000 miles per second",photon
LITERATURE,Mark Twain's real middle name,Langhorne
LITERATURE,"""Mary Higgins Clark's recent book """"Silent Night"""" takes place on the eve of this holiday""",Christmas
LITERATURE,18-year-old Carrie Meeber leaves her Wisconsin home & moves to Chicago in this Theodore Dreiser novel,Sister Carrie
MUSIC,"""The revue """"Sophisticated Ladies"""" is based on the music of this """"noble"""" composer & bandleader""",Duke Ellington
MUSIC,"""Kansas City (where """"ev'rythin's up to date"""")""",Oklahoma!
SCIENCE,"When Henry Cavendish discovered this lightest-known element, he called it inflammable air",Hydrogen
SCIENCE,In 1995 Dr. Robert Lefkowitz discovered sperm uses this sense to track down the egg,smell
MUSIC,"""Seen here, this is a real """"hands-on"""" instrument""",bongo drums
HISTORY,Thomas Savery's contribution to British history was patenting the first of these engines in 1698,a steam engine
GEOGRAPHY,"""It makes sense that this is """"The Mountain State"""" since it lies entirely within the Appalachians""",West Virginia
SCIENCE,This drug marketed as Motrin was patented in Great Britain in 1964,Ibuprofen
HISTORY,In 1867 Emperor Franz Joseph created this dual monarchy,Austria-Hungary
HISTORY,"At its independence in 1957, the Gold Coast took the name of this medieval west African empire",Ghana
